Код ОО;Краткое наименование ОО;Вид ОО;Тип ОО;Выпускник;Код предмета;Предмет;Вариант;Часть В;1_Часть В;2_Часть В;3_Часть В;4_Часть В;5_Часть В;6_Часть В;7_Часть В;8_Часть В;9_Часть В;10_Часть В;11_Часть В;12_Часть В;Часть С;1_Часть С;2_Часть С;3_Часть С;Часть D;Первичный балл;% Оценка;Оцека по 100;Оцека по 5
225024;"МОУ ""ООШ № 7""";Основная общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;27250;++--+---+-+-;+;+;-;-;+;-;-;-;+;-;+;-;0(2)0(3)0(2);0;0;0;;5;26;0;3
247025;"МОУ ""ГИМНАЗИЯ № 58""";Гимназия;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;27250;++-+-++++++-;+;+;-;+;-;+;+;+;+;+;+;-;2(2)3(3)0(2);2;3;0;;14;73;0;4
247026;"МОУ ""Лицей № 53""";Лицей;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;24846;+++-+--+++--;+;+;+;-;+;-;-;+;+;+;-;-;0(2)0(3)0(2);0;0;0;;7;36;0;3
201053;МБОУ СОШ с. Новоалександровка им. Героя Советского Союза Ф.Д.Глухова Александрово-Гайского муниципального района Саратовской области;Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;25676;++--+-+++--+;+;+;-;-;+;-;+;+;+;-;-;+;1(2)0(3)2(2);1;0;2;;10;52;0;3
246056;"МОУ ""Лицей № 56""";Лицей;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;24051;+++-+++++++-;+;+;+;-;+;+;+;+;+;+;+;-;1(2)0(3)2(2);1;0;2;;13;68;0;4
246233;"МОУ ""СОШ № 69 имени дважды Героя Советского Союза Скоморохова Н.М.""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;27250;++-++-+++---;+;+;-;+;+;-;+;+;+;-;-;-;0(2)0(3)0(2);0;0;0;;7;36;0;3
204193;"МБОУ ""СОШ с. Яковлевка""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;23269;++--+-+++-+-;+;+;-;-;+;-;+;+;+;-;+;-;1(2)0(3)0(2);1;0;0;;8;42;0;3
243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;24846;++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;2(2)3(3)2(2);2;3;2;;19;100;0;5
238083;"МОУ ""СОШ № 19""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;25676;+++-+-+++++-;+;+;+;-;+;-;+;+;+;+;+;-;1(2)0(3)0(2);1;0;0;;10;52;0;3
238083;"МОУ ""СОШ № 19""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;30076;-+-+----+---;-;+;-;+;-;-;-;-;+;-;-;-;0(2)0(3)0(2);0;0;0;;3;15;0;2
208015;Гимназия г.Вольска;Гимназия;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;23269;++-++-+-++++;+;+;-;+;+;-;+;-;+;+;+;+;1(2)0(3)0(2);1;0;0;;10;52;0;3
246036;"МОУ ""Лицей № 50""";Лицей;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;27250;++-++-++++++;+;+;-;+;+;-;+;+;+;+;+;+;1(2)3(3)2(2);1;3;2;;16;84;0;5
238083;"МОУ ""СОШ № 19""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;23269;++-++-+-++++;+;+;-;+;+;-;+;-;+;+;+;+;1(2)1(3)0(2);1;1;0;;11;57;0;4
205063;МАОУ СОШ № 11;Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации, не завершивший основное общее образование в предыдущие годы;5;Информатика;25676;-++-+-+-+---;-;+;+;-;+;-;+;-;+;-;-;-;0(2)0(3)0(2);0;0;0;;5;26;0;3
243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;24051;+++++-+-+++-;+;+;+;+;+;-;+;-;+;+;+;-;1(2)0(3)2(2);1;0;2;;12;63;0;4
246153;"МОУ ""СОШ № 94""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;27250;++-++-+-++--;+;+;-;+;+;-;+;-;+;+;-;-;1(2)2(3)2(2);1;2;2;;12;63;0;4
247083;"МОУ ""СОШ № 84""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;23269;++-++-+++++-;+;+;-;+;+;-;+;+;+;+;+;-;2(2)2(3)0(2);2;2;0;;13;68;0;4
247083;"МОУ ""СОШ № 84""";Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;24846;+++++-++++++;+;+;+;+;+;-;+;+;+;+;+;+;1(2)3(3)0(2);1;3;0;;15;78;0;4
206253;МОУ СОШ п. Соцземледельский Балашовского района Саратовской области;Средняя общеобразовательная школа;Общеобразовательная организация;Выпускник общеобразовательной организации текущего года;5;Информатика;24051;+++++-+-+++-;+;+;+;+;+;-;+;-;+;+;+;-;1(2)1(3)0(2);1;1;0;;11;57;0;4
